Entry,Reviewed,Entry Name,Protein names,Gene Names,B,A,D,C,E,F,G,H,I,C,D,A,B,E,F,H,I,G,A,B,D,C,E,F,I,H,G
A0A337S209,unreviewed,A0A337S209_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),TIE1,21.99788598,21.94503942,21.34079609,21.91631994,22.43251936,22.23881363,20.09871964,21.88172641,22.06770617,22.00089569,18.97888743,20.60819303,21.64357052,18.95528595,22.06700952,20.5880386,20.18014577,21.47759594,20.22774385,20.84905397,22.01823416,21.19569131,20.78408995,22.94377293,22.09330479,20.29333786,21.80526946
A0A337SK12,unreviewed,A0A337SK12_FELCA,T cell immunoreceptor with Ig and ITIM domains,TIGIT,19.01450687,20.15706914,18.65428543,19.69329409,20.1116818,19.73059931,20.20805662,21.51214385,21.57225183,16.58210819,14.99558992,14.81921002,14.60204178,15.70333887,15.03438072,14.9075499,14.94701459,17.76965493,14.60916771,15.60031737,11.04860277,15.0583969,14.13276438,16.39280288,15.48548943,14.71777726,16.5674558
A0A2I2UP29,unreviewed,A0A2I2UP29_FELCA,T cell immunoglobulin and mucin domain containing 4,TIMD4,27.93766708,28.14242618,28.5538276,28.92282582,28.32836843,26.16473282,27.68634294,29.01089905,28.63567144,22.19400491,21.135195,21.8110986,22.24358364,19.79390439,19.75472068,22.0171665,21.04714795,21.22403255,20.79360625,20.67574166,20.50753246,21.16314116,20.13781513,19.27179651,21.36494581,21.36945714,21.34315495
A0A2I2U4F9,unreviewed,A0A2I2U4F9_FELCA,Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases 1),TIMP1,22.89093415,23.08329009,22.85147255,22.66279928,22.32738936,21.7298458,21.62482428,21.99161701,22.23041851,23.60436916,19.11302336,20.42624844,20.68164363,23.42117299,21.87123225,19.93790512,18.86722357,23.65647117,23.26005933,23.31335704,23.46490339,23.50673694,23.18133767,23.08415923,23.77020412,24.60561347,23.18789508
M3W949,unreviewed,M3W949_FELCA,Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases 1),TIMP1,23.73931818,23.88472594,23.42807656,23.36014211,22.85239102,22.87058979,21.84109468,22.46143865,22.62308078,23.94156135,18.54283012,23.1507273,20.31872097,23.62702031,21.47731503,22.88533608,21.75476541,23.42710371,23.24308894,23.70680144,22.93738537,23.38717482,23.19412618,23.11473248,23.83719286,24.48539879,22.97567129
A0A337SHQ6,unreviewed,A0A337SHQ6_FELCA,Metalloproteinase inhibitor 2 (Tissue inhibitor of metalloproteinases 2),TIMP2,22.23758206,22.38762619,22.29187393,22.13814639,21.47101356,21.15084733,23.36580699,23.10790755,23.45090641,23.29233006,20.05761942,20.80861785,20.66827502,22.94786575,22.51493494,22.24839108,22.65981031,23.76498488,22.24267068,23.4299988,23.03262495,22.83531531,22.96915959,23.85362046,23.43558445,24.73772156,23.59767191
A0A2I2UAQ8,unreviewed,A0A2I2UAQ8_FELCA,Metalloproteinase inhibitor 3 (Tissue inhibitor of metalloproteinases 3),TIMP3,21.63018212,22.58761078,20.82582123,21.5128987,20.60537866,21.52869814,19.59232293,21.63077335,21.35318595,21.86218382,16.74180132,20.7427273,20.93096355,20.2982247,18.24500236,19.02809632,18.97024413,20.82267035,20.40732117,18.92867391,19.66596631,16.92332144,18.99608829,19.32504396,20.64404279,21.38671118,19.53082723
A0A337SA15,unreviewed,A0A337SA15_FELCA,Tubulointerstitial nephritis antigen,TINAG,27.20579373,27.86041828,27.16148084,25.13004454,22.96330693,18.97514477,23.19550702,25.8025983,25.64800609,18.48877685,18.37380721,15.20904087,16.74189375,17.21251531,14.85984805,17.8542648,16.91477113,17.35725471,17.03856803,18.30242026,17.73246259,18.10230622,16.68684856,15.25915216,17.71504732,17.49869103,17.47905258
A0A337S5K9,unreviewed,A0A337S5K9_FELCA,Tubulointerstitial nephritis antigen like 1,TINAGL1,22.74125747,23.10400413,22.78045065,20.94499543,19.36846545,14.98898315,20.48227165,21.86854988,21.78841897,12.73568383,11.54797256,12.71117762,12.19523138,10,11.16412573,13.65161975,10,10,11.55972976,13.29220035,12.02357538,11.61470466,10,12.04489853,10,12.17300689,10
A0A337S2N1,unreviewed,A0A337S2N1_FELCA,Triokinase/FMN cyclase (EC 2.7.1.28) (EC 2.7.1.29) (EC 4.6.1.15) (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)),TKFC,20.45578589,19.47134239,18.59309852,19.75483895,20.11089842,20.61363002,19.69958378,19.18424202,19.12686674,20.8906073,21.22642014,21.15989891,20.97309554,21.75857415,21.84466039,20.98758506,22.44804935,21.65686219,21.45126901,21.07144491,21.62870071,21.44372698,21.87806797,20.99968486,19.09103918,22.62274833,22.52146328
M3X940,unreviewed,M3X940_FELCA,Triokinase/FMN cyclase (EC 2.7.1.28) (EC 2.7.1.29) (EC 4.6.1.15) (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)),TKFC,20.6861975,22.0714923,19.91829812,18.3949936,18.55858478,19.98168032,15.20336753,18.64742452,17.22707774,13.73636661,14.26978757,11.66584251,13.95267812,10,13.31988698,14.41177753,15.34218832,13.22969971,11.64644959,14.48078983,13.16092568,13.10819828,14.44173305,13.92794993,12.06688684,13.02860916,14.25902193
A0A5F5Y1L1,unreviewed,A0A5F5Y1L1_FELCA,Transketolase (EC 2.2.1.1),TKT,22.107941,23.46520013,23.70646133,20.62442741,21.14795039,20.22714965,19.33513631,21.47594265,22.08330347,21.77862481,17.50676151,18.44811078,18.63099234,18.29050795,19.24065296,19.38359403,21.28163211,20.66142723,17.30758437,18.67404393,19.04901287,17.89821748,19.4350245,19.67301332,18.83043381,19.217641,19.95830511
A0A2I2V2A4,unreviewed,A0A2I2V2A4_FELCA,Talin 1,TLN1,19.40334766,18.96219312,19.22342746,16.52950923,21.49448985,19.71410567,22.29024697,20.39701082,21.42100677,17.03306983,16.00462897,16.3885361,17.33085713,17.20975335,17.06702097,16.12691426,20.04568598,17.09071246,16.95521307,16.84250628,18.45116197,17.0949618,15.12758338,16.99810636,17.82836408,18.50285731,16.09196447
M3XFJ6,unreviewed,M3XFJ6_FELCA,Transmembrane 7 superfamily member 3,TM7SF3,23.40332515,22.34605024,22.51099311,23.46148078,23.00089669,22.68362593,22.04316606,23.77055089,22.60931055,20.83209195,22.26691933,20.23325826,19.63065414,20.33435523,21.93840221,22.98234037,22.70820764,22.24471342,20.64763516,21.07870871,21.45899213,22.43660993,21.14289031,22.45956094,21.17168724,20.0324518,22.31681514
M3WPL3,unreviewed,M3WPL3_FELCA,Transmembrane and coiled-coil domains 5B,TMCO5B,21.44272541,21.24469754,20.67621228,20.15550452,18.66156081,17.1572229,17.88917336,19.62404324,19.75940652,11.04312941,13.37930817,12.8561305,10,12.72196237,12.88600673,12.8605897,10,14.05943494,12.86496839,15.23950201,10.52731768,12.52116497,13.62547917,12.40536,12.75841546,12.96305698,12.91622705
A0A2I2UKF8,unreviewed,A0A2I2UKF8_FELCA,Transmembrane p24 trafficking protein 7,TMED7,23.26847319,23.15475751,23.86245245,24.08239586,23.22866497,22.40391111,23.32351081,23.3417086,23.94838986,22.13857589,20.70205837,21.06482613,22.02684286,17.33069316,20.07073324,22.2768778,18.41420602,18.86613493,21.90693522,21.50298549,21.19663868,19.10468457,21.3231865,22.19919371,19.87358819,21.15276606,20.42722307
A0A2I2UFI9,unreviewed,A0A2I2UFI9_FELCA,Transmembrane p24 trafficking protein 9,TMED9,15.68935565,12.66561545,17.026094,14.49981057,17.83469138,16.33021532,18.19923154,17.40068432,19.2724598,13.78668135,16.12241448,14.03113184,15.94782307,14.69710027,17.09155505,18.85116418,17.11955661,15.73354457,15.12383578,14.24865296,14.98970252,14.64948264,12.14695816,16.54220503,17.07779902,15.81314178,18.98075932
M3WBR7,unreviewed,M3WBR7_FELCA,Transmembrane protein 102,TMEM102,13.48127564,13.80864998,16.04845523,13.97849282,14.47088741,15.86014867,10,16.03259105,19.48919663,16.6985807,15.44813234,12.1365552,16.5995343,10,16.51716601,14.88166362,18.3696915,15.75956526,13.62651619,17.89778988,16.05404162,13.00604415,14.99929409,15.15408207,12.02535336,15.83041573,16.29284138
M3W5X2,unreviewed,M3W5X2_FELCA,Transmembrane protein 106B,TMEM106B,26.14182925,24.37369861,24.41236754,24.8285686,22.95390704,23.86886057,22.25462169,24.15050589,23.79954704,14.82490554,13.00744295,15.13862395,15.73587551,10,16.63808189,12.29207955,10,13.38782253,14.74421115,14.25963645,16.50915718,14.38333521,11.66542286,13.96557855,17.72536123,19.77017947,14.14553633
A0A337S0Q7,unreviewed,A0A337S0Q7_FELCA,Transmembrane protein 123,TMEM123,20.56425352,21.55859878,20.72499973,18.61167063,14.72212615,13.72398044,15.0169602,19.9163041,20.03037812,13.50108534,12.9402441,12.80019758,10.90530951,13.75223277,14.4512447,12.13186024,10,12.35847824,11.37410142,10.86125079,10,13.660511,13.15061121,13.1149424,10,10,13.07403983
A0A5F5XDF0,unreviewed,A0A5F5XDF0_FELCA,Transmembrane protein 132A,TMEM132A,23.24846571,23.79486203,22.03750354,23.47541434,21.56165816,20.75889193,19.40069669,23.05455998,21.02050435,21.7929974,22.3178858,22.1681256,21.36256831,21.74596591,21.74691262,21.90988799,21.60827861,20.01171661,22.04333837,22.00847953,20.95882695,21.59913215,20.03206223,22.0575415,21.55479719,21.52379535,21.68079231
M3WP30,unreviewed,M3WP30_FELCA,Transmembrane protein 132A,TMEM132A,18.11364247,16.51964197,13.36835201,15.65122261,17.68010356,19.69591284,20.21655025,18.25903516,19.06700529,16.42558665,15.36620961,13.95324354,18.30906795,14.61654938,13.68805104,13.98490455,19.42994119,18.87534588,14.72582262,19.25645384,18.74499885,13.69650366,15.93428276,14.79917627,10,19.94253276,18.06967878
M3WSW8,unreviewed,M3WSW8_FELCA,Transmembrane protein 256,TMEM256,22.07721688,19.56024958,20.59399551,20.42977141,21.61589537,21.70252644,20.20225554,21.51757818,21.98293249,11.98994198,10,16.91670834,11.99052075,10,12.67367546,12.97371428,10,12.70904766,13.74991594,10,10,10,10,14.53117087,13.93746984,15.14056776,12.64570154
A0A5F5XZP8,unreviewed,A0A5F5XZP8_FELCA,Transmembrane protein 277,TMEM277 KLK1,32.66200109,33.001972,32.48231651,32.54839418,30.66058671,30.75725127,30.16180037,32.58942748,31.47099827,19.10438124,18.8460938,18.86323532,17.84782082,18.99023379,19.54155533,19.6937989,19.4762458,18.17117894,20.39831967,17.7392454,19.5597798,19.59054167,18.87118069,19.93500305,19.03803535,19.94067729,19.56449821
A0A5F5XRV1,unreviewed,A0A5F5XRV1_FELCA,Transmembrane protein 59,TMEM59,22.65750567,21.75092324,22.77754833,21.0351014,19.72424636,17.74669407,19.66974445,20.67802424,22.35752212,16.78752497,20.56599259,21.0517638,18.00974781,20.54546918,19.45851647,17.45432908,18.22771778,18.71051966,15.42529708,15.98811864,21.90094767,16.21731172,16.4971731,21.38248108,15.57325362,15.06247695,19.28020937
A0A2I2U348,unreviewed,A0A2I2U348_FELCA,Transmembrane protein 9,TMEM9,19.6298057,18.15922997,20.1549634,21.40802421,18.75763366,16.06779709,15.97102076,18.90590159,19.95027863,10,10,11.21181766,13.30082462,10,12.05524037,10,13.08823048,10,10,13.80499443,10,10,13.06876057,10,10,10,10
M3W8X2,unreviewed,M3W8X2_FELCA,Transmembrane serine protease 2,TMPRSS2,21.6599989,21.46915841,21.56448842,21.06330303,20.14969902,19.49660693,19.96563419,21.61466276,20.53000291,18.26006181,18.52085879,18.68457012,18.12562589,16.14278026,17.97908912,16.56776851,20.38277116,15.15616857,16.87158609,17.30728692,15.27542111,16.73722519,18.07686122,16.50010989,18.79570026,17.10059946,18.20256696
M3WTN0,unreviewed,M3WTN0_FELCA,Transmembrane serine protease 6,TMPRSS6,15.77942649,18.80586458,18.83661819,18.26462805,17.11560496,15.61787136,17.53757168,10,17.07654728,18.19297254,15.51527762,17.13816031,17.61517956,18.19578994,18.00271205,17.53791919,17.53298103,14.33551354,16.23015812,19.30552901,16.00082712,17.46242482,18.25626036,19.47405348,16.92771184,17.45044289,14.92684584
A0A2I2UFV7,unreviewed,A0A2I2UFV7_FELCA,Tenascin C,TNC,26.64935966,26.76733068,26.04813691,27.88420437,25.33105365,24.58308489,25.43546894,27.87857627,26.27185561,22.1822761,22.32873624,22.76108004,22.06235849,22.70506959,23.6205075,23.51918713,23.57902333,24.06205114,22.65180731,22.6074796,21.88519134,22.99754943,23.15887493,23.7133968,23.68502004,25.23937346,22.39659823
A0A2I2UUG3,unreviewed,A0A2I2UUG3_FELCA,Tenascin C,TNC,22.96758805,23.60999357,22.39862942,24.14285256,21.500721,20.19115176,21.45480353,24.73637809,22.95102222,18.41368493,19.37024099,20.50963843,19.94803347,20.45363472,20.43720735,20.11725878,21.00246299,19.6827584,19.77680955,20.16465171,19.39323694,20.89365673,20.66796552,20.97310206,19.93950092,22.07193694,21.41951509
A0A2I2UQD4,unreviewed,A0A2I2UQD4_FELCA,TNF receptor superfamily member 11a,TNFRSF11A,21.93987586,21.55620006,21.24875334,21.72568579,20.00629812,20.55164782,19.11133616,21.3815482,21.05691429,18.65972634,19.00297072,16.85644271,18.67781153,16.80289708,17.40487719,17.76099717,18.88724059,17.20020599,18.82716394,18.58673493,19.51032992,16.98411404,17.32757897,17.92312627,15.1696518,18.28467035,16.99410528
A0A5F5XSD6,unreviewed,A0A5F5XSD6_FELCA,TNF receptor superfamily member 14,TNFRSF14,21.44525476,20.52071155,23.18169902,21.52969086,19.24857835,19.26182144,21.06987554,20.84870097,21.96785327,18.34692887,18.3686658,22.1028442,18.43134306,22.15295178,22.87039162,20.56075364,17.88099209,20.66839458,18.70697782,17.93595073,16.4867661,21.10683726,18.90701289,21.79928476,18.47562172,18.05606243,18.2497798
A0A2I2V223,unreviewed,A0A2I2V223_FELCA,Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (Tumor necrosis factor receptor type I) (p55) (p60),TNFRSF1A,17.08503582,18.46348921,17.32944182,15.8877878,16.59342005,17.6537679,16.24659974,16.75776606,16.44213342,14.26961849,13.37250789,10,11.3573113,14.84269875,11.72890276,10,14.93758743,10,13.14417687,14.43585669,10,14.99999199,13.64674713,12.09242881,14.39301349,13.96704075,10
A0A337SE86,unreviewed,A0A337SE86_FELCA,TNF receptor superfamily member 1B,TNFRSF1B,24.48381955,24.37410845,24.14130475,25.07848335,23.64012457,24.04421876,24.02784754,25.05983808,24.31045391,19.65131058,21.29993884,21.5851237,21.16320006,22.44706341,21.86571323,22.50395196,21.44396818,21.05592128,21.28482506,23.25219315,20.65073579,22.7148915,22.92783479,23.03182755,21.93124106,22.22612218,21.54629079
A0A5F5Y208,unreviewed,A0A5F5Y208_FELCA,TNF receptor superfamily member 4,TNFRSF4,18.61631899,19.87961506,19.15586291,19.6413644,16.67629549,16.80951079,17.38512797,19.19709336,18.62724687,18.47907612,15.70545693,17.89205375,18.22497046,19.10084238,17.21976275,17.79571618,15.92208455,17.9023386,18.60225128,19.24639226,16.97788474,18.11909976,19.73805004,17.05401064,16.82956637,17.97137266,18.00917943
A0A337SN48,unreviewed,A0A337SN48_FELCA,TNF superfamily member 12,TNFSF12,20.26062033,20.83044865,20.11834054,19.97604027,21.93868475,20.93927543,20.26919568,20.79535698,21.47962686,16.40874706,17.11365331,16.36576794,17.46981712,16.82568843,19.05603369,18.90214198,16.4051757,17.97217345,18.06820541,15.18359538,18.97485948,16.56965169,15.01854604,16.93809471,15.24204102,16.5567354,18.16617764
A0A337S3S3,unreviewed,A0A337S3S3_FELCA,TNF superfamily member 13b,TNFSF13B,21.28997807,21.63531565,21.85555919,19.40692257,18.58640021,17.67433704,18.03676539,20.0963656,20.71588778,22.26676564,17.06006186,21.27734824,21.75800388,18.23732494,16.80436636,14.79325122,20.89267345,21.0350455,17.76332361,21.41068999,16.79501881,16.84097754,21.23235764,20.34262303,22.04950705,20.93811109,22.25411169
A0A337SCZ0,unreviewed,A0A337SCZ0_FELCA,Tenascin N,TNN,18.85683659,20.61454302,20.63327485,20.82900712,17.40646121,18.07181791,17.9744202,22.19649044,20.34479302,16.24068557,13.90682552,14.87651815,15.34872727,15.41153909,14.49074349,14.36163475,12.53844585,12.0294549,13.2803714,15.71090984,15.88389203,13.20302932,15.01578785,14.46500688,13.69967679,14.96305584,12.03192773
M3X9A1,unreviewed,M3X9A1_FELCA,Triosephosphate isomerase (EC 5.3.1.1),TPI1,23.38022271,22.46614918,22.87382606,22.67791621,23.30351837,23.40207958,20.84720609,23.09298709,22.51132407,19.4731732,20.37478865,18.82553912,18.62335375,20.50926798,20.44234118,21.00608234,19.65067235,20.04410054,19.14985023,20.20367509,19.55781696,20.07826398,20.20749833,20.52288412,20.98651295,20.52025756,20.36425239
A0A2I2URE8,unreviewed,A0A2I2URE8_FELCA,Tropomyosin alpha-1 chain (Alpha-tropomyosin) (Tropomyosin-1),TPM1,18.25478934,18.52018663,19.07093325,14.80850586,15.27992291,14.97895364,12.34762163,18.03737084,18.03497812,15.34939129,16.19600903,17.02716172,15.8847388,10,16.1660556,14.31006034,15.83416069,15.58279245,15.16232122,14.83744838,17.36400867,15.39193428,16.30147081,15.27122318,14.37536727,15.89988356,15.74199917
A0A2I2U057,unreviewed,A0A2I2U057_FELCA,Tropomyosin 3,TPM3,22.28578763,22.72330928,22.26195382,20.84821192,19.98225279,20.4030671,19.49303732,22.33127712,21.55099356,21.49566315,19.5604905,19.28093656,20.75819911,19.88909092,21.75868605,19.74779161,19.01101008,19.41484026,20.68664599,19.08397466,19.39318053,20.46528644,19.01946771,21.41047771,20.10291266,22.27351458,19.99831305
A0A2I2UY85,unreviewed,A0A2I2UY85_FELCA,Tropomyosin 3,TPM3,19.27537949,20.40785017,19.15345922,16.28932032,16.44386814,18.61693824,16.67775878,19.86538578,17.99505494,20.95397504,18.56843049,17.56835508,20.00394222,19.13387889,21.65835587,16.4241317,16.5568848,15.96331412,20.42191498,17.21582952,18.19728304,19.87084126,16.51449227,21.21058606,19.91536885,22.20576124,19.2468625
A0A5F5XI45,unreviewed,A0A5F5XI45_FELCA,Tropomyosin 3,TPM3,16.70666413,16.11233545,16.55911116,13.57230982,10,14.8887346,10,14.66492043,15.4217377,17.47304646,19.94327037,19.97500723,16.5289231,10,22.11885368,17.83681743,10,17.56845435,19.14386816,18.11416956,10,16.86948495,10,10,22.46725734,17.85743363,21.81819761
A0A337RXS4,unreviewed,A0A337RXS4_FELCA,Nucleoprotein TPR,TPR,23.98990253,24.679747,23.77601598,24.50314081,24.00784133,21.02857515,23.80665377,24.99201737,21.92176173,21.85896686,20.66842706,19.77720647,22.5544911,22.44151791,22.03005422,22.6503521,22.50809092,20.9412692,22.18737358,22.31009515,20.08434365,21.62438294,22.62069086,20.57423516,21.78452162,22.64183411,21.27808501
A0A337RUS6,unreviewed,A0A337RUS6_FELCA,Triggering receptor expressed on myeloid cells like 1,TREML1,22.11425384,22.87268349,23.86707964,24.36170729,23.39631326,23.28375758,23.05976001,22.07599544,23.70354602,20.64385929,14.01265022,14.68919736,14.78871486,19.43004849,16.94767671,11.80656627,13.71048654,19.80897903,19.65315373,17.88114381,17.53678454,19.32182045,18.49713194,19.26539662,20.70626117,17.67571765,19.1963655
A0A2I2UQM8,unreviewed,A0A2I2UQM8_FELCA,RING-type E3 ubiquitin transferase (EC 2.3.2.27),TRIM36,21.84360777,21.82063346,20.28167823,20.57135838,20.54410308,21.26019706,18.91883093,21.99507694,21.33306292,17.69591216,22.5706221,17.06681897,16.68347208,20.48761877,16.65934317,21.24000305,16.68275111,16.87309806,21.54758181,22.31482602,19.45571717,21.50588246,21.53997284,22.52866282,21.814645,20.00357839,21.72038131
A0A337SU32,unreviewed,A0A337SU32_FELCA,Tumor susceptibility 101,TSG101,24.43421292,24.06691496,23.87318051,23.07496701,21.80947657,21.31951236,22.00258277,23.10117083,22.91703953,21.32033931,23.28712788,23.68478282,22.39427892,19.648048,23.72537985,23.87327149,20.57332507,20.59906064,23.38468454,22.55465745,22.6234286,22.73088171,19.18967566,23.38572402,23.31327752,21.75377382,22.96067155
A0A337SC81,unreviewed,A0A337SC81_FELCA,"Tsukushi, small leucine rich proteoglycan",TSKU,19.12924063,18.51542458,17.6999659,16.44077268,18.26381682,17.06420062,18.1507361,18.79244445,19.13851146,17.92444607,16.58226433,17.42691531,16.96267518,15.05430525,19.26544185,18.85248591,17.10718049,19.27347972,17.6657727,17.17337498,17.15029286,15.51486548,15.79714469,18.32169271,18.97948365,19.8770689,19.56098062
M3VUZ7,unreviewed,M3VUZ7_FELCA,Tetraspanin,TSPAN1,23.21184958,22.55231174,22.72936206,23.33309774,24.47545371,20.99966542,22.54902885,24.82614577,25.1489657,21.13643323,19.22218363,21.84678308,20.51541093,18.8287938,18.5763548,18.92022195,22.84038746,20.45396146,18.55555365,20.06274876,18.85906173,14.7679706,18.05356566,18.41497888,20.00601327,20.80831119,19.46192862
A0A2I2UDW9,unreviewed,A0A2I2UDW9_FELCA,Tetraspanin,TSPAN3,21.70914258,21.40348653,22.11348246,21.95529868,20.65672524,18.58486313,17.10411931,21.60066942,21.06640433,19.70494441,18.33111604,17.30772823,19.85454492,19.92610769,22.56529054,18.89012037,20.28759227,22.41422707,18.98586073,18.51000745,20.82359179,17.87199674,22.56963073,17.96445041,24.44683566,24.84568681,20.62384796
A0A2I2UB49,unreviewed,A0A2I2UB49_FELCA,Tetraspanin,TSPAN8,24.25638553,23.82267969,23.47263379,22.65213232,22.27623832,21.01391335,22.22802938,23.59890472,22.4976926,22.1983864,22.01873151,17.89527947,22.46268527,16.9249873,17.91049563,22.62386297,22.57588964,21.89903096,18.09210685,21.8732856,16.19558854,16.77887492,22.5512915,15.92949687,22.34536036,21.41000758,20.95554634
M3WPX9,unreviewed,M3WPX9_FELCA,Tetratricopeptide repeat protein 38,TTC38,17.91059811,17.60638537,16.90701758,16.5766166,19.98367181,19.01465206,15.46930935,19.21535669,19.21461952,16.04720864,21.26073529,15.165644,17.13854868,13.00346518,18.67060821,17.66327816,19.88691436,19.60794691,22.50867287,24.03227504,16.26972814,15.76465192,15.44947354,17.48613498,19.41902046,19.24707194,19.2325845
A0A337SAI4,unreviewed,A0A337SAI4_FELCA,Titin,TTN,24.79387092,23.06552304,23.55799703,22.7206059,23.32814337,21.1956371,22.17404772,21.84754493,22.84050967,24.32375228,23.29528708,23.84310413,24.62731559,23.6326566,21.84273603,24.22461904,24.89152804,24.40453427,21.19756541,20.50672513,22.02483415,19.76674694,21.52255031,22.58593581,21.77693827,22.30378348,21.69153045
M3WEV9,unreviewed,M3WEV9_FELCA,Transthyretin,TTR,26.69963512,26.18470809,27.54517985,27.39415815,29.47588291,29.43880416,29.41810898,28.14047489,28.03647076,31.12520176,30.88466538,30.5659433,30.87460359,30.00813999,31.50766994,31.83538668,32.45331889,31.45409728,30.75899516,30.45101606,31.44620286,30.74303505,30.57041487,31.20726264,32.07135534,32.04658405,31.80888311
A0A337S1Z7,unreviewed,A0A337S1Z7_FELCA,Protein tweety homolog,TTYH3,23.05702917,22.48585992,22.15526632,22.86969414,22.13516973,19.3585802,19.96122995,23.42789123,22.15858497,25.12267299,23.04666884,23.81609469,24.49510655,22.37220837,22.82547349,23.96131878,23.00986302,22.59417821,17.18262987,18.30767875,20.38168654,18.95042597,20.73978326,19.51099893,18.82612301,18.80891169,19.50455331
A0A2I2U1M4,unreviewed,A0A2I2U1M4_FELCA,Tubulin alpha-1A chain,TUBA1A,22.05415936,21.54690832,21.23352756,21.22053895,21.82121936,20.45677537,20.27227667,22.37997763,22.42570434,19.88553073,23.11535509,22.80922818,23.26129023,22.5758559,23.13230293,22.37538269,22.22092996,20.29500709,22.99979508,23.23323719,23.65864176,22.77024466,21.38147522,23.3490366,23.04904266,22.5131804,20.81061771
A0A2I2UVC7,unreviewed,A0A2I2UVC7_FELCA,Tubulin alpha chain,TUBA1A,20.37200269,19.51841577,19.649258,20.15058534,19.33823991,20.15382094,20.67526451,20.33890492,20.65792016,17.02023424,17.13745762,16.78045119,16.76235833,18.38625107,18.00401828,18.53235983,19.84949656,19.4771802,17.32541324,17.68248858,19.41881153,18.64601338,16.80324453,17.67918656,17.70959312,19.00185565,17.99426333
A0A2I2UZ20,unreviewed,A0A2I2UZ20_FELCA,Tubulin alpha chain,TUBA4A,21.33540311,21.61371836,20.94076248,21.4696799,20.6412637,19.76613307,19.87754204,21.19700701,20.87466715,18.7493197,18.82434832,19.02054413,18.94963668,17.41385697,17.71829159,19.55506981,19.21052037,18.83060796,19.30443826,17.83084952,19.44961847,17.54477844,18.34630247,18.67371574,18.64797786,16.74738972,18.50896059
A0A2I2UXF6,unreviewed,A0A2I2UXF6_FELCA,Tubulin beta chain,TUBB2B,18.65359178,18.28095179,19.41788487,18.53421462,17.17250919,17.1808619,16.10444195,16.86818627,18.50120107,18.79561706,15.39034479,16.92253798,14.92277986,14.99869768,17.02910171,16.30398457,19.18936472,17.30087653,17.63108908,18.62139586,17.69656932,13.70634829,14.46810799,18.22980247,14.88831548,15.74637942,15.78393857
A0A2I2UBF3,unreviewed,A0A2I2UBF3_FELCA,Tubulin beta chain,TUBB4A,20.49175257,19.32683712,20.59643081,18.75654906,20.07741836,19.3248896,20.23727337,21.10910499,21.79020189,19.97939306,19.00493546,18.90107464,17.90571214,18.59578086,22.11466187,18.01505335,22.02043166,22.13853961,20.08463253,21.38901892,18.97207307,20.39705478,20.73466624,23.64901397,17.72975524,22.03343574,18.84236936
A0A5F5XDY3,unreviewed,A0A5F5XDY3_FELCA,Tubulin beta 4B class IVb,TUBB4B,21.11346483,21.33191655,20.49375205,21.1560339,19.38371864,19.40030954,19.37924212,20.7189117,20.59228649,14.92981303,14.22582133,13.41100369,14.95848299,15.37016156,14.85837106,13.96864175,13.44190389,14.9483225,15.38796888,14.74972807,15.51589997,12.70137798,15.81180343,13.81904387,13.91483784,11.99073386,14.48461198
A0A2I2UAT5,unreviewed,A0A2I2UAT5_FELCA,Tubulin beta chain,TUBB6,23.06419071,22.95943147,22.4434016,22.24988096,23.2452152,21.24017373,22.59634282,24.20351876,24.60266197,18.36663435,17.51484629,17.56070851,18.95336026,19.41998844,20.16668554,19.72193585,21.41403437,20.34749213,17.85292398,18.82007371,19.93500384,17.64238234,18.34550389,20.44388558,19.24869379,21.68853768,20.29454777
A0A5F5XBV5,unreviewed,A0A5F5XBV5_FELCA,Tubulin gamma complex associated protein 6,TUBGCP6,24.43098713,23.96743862,23.28039407,22.8077647,20.52325329,21.9842659,20.20450266,22.27925692,22.39019487,16.3080817,17.81618596,18.14293545,17.12662448,18.27027849,17.80791875,18.72400599,17.48973159,17.56293298,17.17019928,15.91603656,18.34872901,18.50510061,17.847668,18.17294782,15.31579628,15.53744789,21.91281855
M3X4Y2,unreviewed,M3X4Y2_FELCA,Twisted gastrulation BMP signaling modulator 1,TWSG1,22.7072457,22.10465301,22.35331229,22.71683581,22.45053936,21.0502404,22.93540602,22.36470566,22.53335162,19.76743647,18.2839956,18.90038847,18.16081071,19.43419214,20.29716429,17.51368549,17.55275432,18.98296038,19.22566987,17.87999427,21.0659934,17.72314186,17.84725565,18.49767316,19.34293994,19.31305696,17.71300641
A0A337RU81,unreviewed,A0A337RU81_FELCA,Thioredoxin,TXN,23.77962493,23.60736492,23.12584379,23.86852993,22.98675095,23.09184099,21.22695396,23.33874735,23.25990196,20.05500548,19.30068701,19.31891516,18.96479972,19.78559783,20.80884386,20.97251769,18.49560343,20.26188381,19.67037205,21.36550143,19.53169813,20.51630198,20.83791698,21.84421349,20.30303675,21.13989323,21.75192999
