Entry Name,Protein names,Gene Names,URINE,PLASMA,SERUM,BIOFLUID
A0A337S5J7_FELCA,Reticulon 4 receptor like 2,RTN4RL2,24.879,21.696,21.635,URINE
M3VZI2_FELCA,Receptor like tyrosine kinase,RYK,17.103,13.280,11.150,URINE+SERUM
M3WK02_FELCA,S100 calcium binding protein A12,S100A12,15.992,14.648,13.652,URINE
A0A2I2URR0_FELCA,Protein S100 (S100 calcium-binding protein),S100A6,20.389,16.853,16.521,URINE
M3VZX1_FELCA,Protein S100 (S100 calcium-binding protein),S100A9,19.603,16.604,16.777,URINE
M3W6R4_FELCA,Sphingosine 1-phosphate receptor 1 (Sphingosine 1-phosphate receptor Edg-1),S1PR1,18.044,18.881,18.592,URINE+SERUM+PLASMA
Q1T771_FELCA,Serum amyloid A protein,SAA,16.918,18.117,18.084,URINE+PLASMA
SAA_FELCA,Serum amyloid A protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA)],SAA1,20.646,20.047,20.530,URINE+SERUM+PLASMA
A0A337SKP2_FELCA,Serum amyloid A protein,SAA1 LOC105260977,16.640,16.610,17.645,SERUM
A0A5F5XKD6_FELCA,Suprabasin,SBSN,24.207,18.589,16.723,URINE+SERUM
A0A337RY68_FELCA,Scavenger receptor class B member 2,SCARB2,19.124,16.685,16.711,URINE
M3WQ85_FELCA,Carboxypeptidase (EC 3.4.16.-),SCPEP1,22.069,18.843,19.293,URINE
A0A5F5XHE0_FELCA,Secernin-2,SCRN2,22.734,27.315,26.175,URINE+PLASMA
M3WBA3_FELCA,Secernin-2,SCRN2,18.019,21.838,21.009,URINE+PLASMA
A0A2I2UX36_FELCA,"Signal peptide, CUB domain and EGF like domain containing 1",SCUBE1,21.876,22.246,16.288,URINE+PLASMA
A0A337SWS1_FELCA,"Signal peptide, CUB domain and EGF like domain containing 2",SCUBE2,24.141,20.411,19.269,URINE+SERUM
A0A5F5XNW4_FELCA,Syndecan 1,SDC1,20.425,15.364,16.319,URINE
A0A337S649_FELCA,Syndecan,SDC2,21.690,14.584,14.587,URINE
M3X6M9_FELCA,Syndecan 4,SDC4,26.999,19.775,19.907,URINE
A0A337S0T3_FELCA,Syndecan binding protein,SDCBP,24.459,25.942,27.042,URINE+SERUM
A0A5F5XYV1_FELCA,Syndecan binding protein,SDCBP,19.570,10.624,10.501,URINE
M3W808_FELCA,45 kDa calcium-binding protein (Stromal cell-derived factor 4),SDF4,23.823,20.173,20.484,URINE
A0A2I2UXY4_FELCA,Methanethiol oxidase (MTO) (EC 1.8.3.4) (Selenium-binding protein 1),SELENBP1,23.299,21.517,21.880,URINE
M3VXE7_FELCA,Methanethiol oxidase (MTO) (EC 1.8.3.4) (Selenium-binding protein 1),SELENBP1,21.978,20.097,20.259,URINE
A0A337S3N8_FELCA,Selenoprotein F,SELENOF,19.759,20.046,21.146,SERUM
A0A2I2U2J6_FELCA,L-selectin,SELL,21.246,21.299,21.196,URINE+SERUM+PLASMA
M3XD95_FELCA,Semaphorin 4B,SEMA4B,21.207,18.879,18.446,URINE
M3W1S6_FELCA,Semaphorin 4D,SEMA4D,17.728,13.384,13.747,URINE
A0A337SKV9_FELCA,Semaphorin 4D,SEMA4D,21.523,19.431,19.464,URINE
A0A337S4F4_FELCA,Semaphorin 5A,SEMA5A,18.088,15.830,14.580,URINE+SERUM
A0A337RVW7_FELCA,Semaphorin 5A,SEMA5A,19.469,18.082,18.802,URINE
A0A337S8G3_FELCA,Septin,SEPTIN2,19.263,20.448,19.870,PLASMA
A0A5F5XW04_FELCA,Serpin family A member 1,SERPINA1,28.422,29.994,30.158,URINE+SERUM
M3WCX1_FELCA,Serpin family A member 1,SERPINA1,28.405,29.915,30.002,URINE+SERUM
M3WCX2_FELCA,Serpin family A member 11,SERPINA11,14.648,14.593,14.343,URINE+SERUM+PLASMA
M3WCX6_FELCA,Serpin family A member 3,SERPINA3,22.075,23.414,23.445,URINE+SERUM
M3WCX4_FELCA,Serpin family A member 4,SERPINA4,21.825,24.520,24.423,URINE+PLASMA
A0A5F5Y5G3_FELCA,Serpin family A member 5,SERPINA5,19.597,18.960,19.050,URINE+SERUM+PLASMA
M3WCX0_FELCA,Corticosteroid-binding globulin (Serpin A6) (Transcortin),SERPINA6,26.750,24.490,24.529,URINE
M3W9H4_FELCA,Serpin B10,SERPINB10,21.042,19.302,20.729,URINE+SERUM
A0A2I2UQ88_FELCA,Serpin family B member 11,SERPINB11,16.202,15.840,10.176,URINE+SERUM
A0A2I2UMR7_FELCA,Serpin family B member 12,SERPINB12,24.345,20.665,22.455,URINE+SERUM
M3WLL8_FELCA,Antithrombin-III (Serpin C1),SERPINC1,28.217,31.240,31.351,URINE+SERUM
M3W543_FELCA,Serpin family D member 1,SERPIND1,24.565,28.173,28.209,URINE+SERUM
M3W4Q4_FELCA,Plasminogen activator inhibitor 1 (Endothelial plasminogen activator inhibitor) (Serpin E1),SERPINE1,14.194,15.930,16.537,URINE+SERUM
M3W5N1_FELCA,Serpin family F member 1,SERPINF1,25.228,28.640,28.739,URINE+SERUM
M3W5N0_FELCA,Serpin family F member 2,SERPINF2,23.381,25.169,25.131,URINE+PLASMA
A0A2I2U9A5_FELCA,Serpin family F member 2,SERPINF2,26.115,28.469,28.396,URINE+PLASMA
A0A5F5XDM5_FELCA,Serpin family G member 1,SERPING1,24.624,28.264,28.844,URINE+SERUM
A0A5F5Y090_FELCA,Serpin family G member 1,SERPING1,20.385,24.748,25.229,URINE+SERUM
A0A5F5XLC7_FELCA,Serpin family I member 1,SERPINI1,26.316,23.300,23.983,URINE
A0A5F5Y312_FELCA,Stratifin,SFN,22.361,18.778,18.986,URINE
A0A2I2UR94_FELCA,Secreted frizzled-related protein 1,SFRP1,18.622,13.708,13.866,URINE
M3X0E0_FELCA,Secreted frizzled related protein 4,SFRP4,22.408,14.360,15.232,URINE
M3WNK3_FELCA,Pulmonary surfactant-associated protein B (Pulmonary surfactant-associated proteolipid SPL(Phe)),SFTPB,20.349,13.475,13.253,URINE
A0A337SBP5_FELCA,Sarcoglycan alpha,SGCA,22.192,16.287,16.060,URINE
M3VVP5_FELCA,N-sulfoglucosamine sulfohydrolase,SGSH,24.370,22.325,21.909,URINE
A0A337RXI4_FELCA,SH2B adaptor protein 1,SH2B1,20.538,16.494,18.700,URINE+SERUM
M3WHM8_FELCA,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,28.897,18.311,18.348,URINE
A0A5F5XDP8_FELCA,Sex hormone-binding globulin,SHBG,23.473,26.606,26.463,URINE+PLASMA
A0A337SFV1_FELCA,Sex hormone-binding globulin,SHBG,21.835,24.629,24.748,URINE+SERUM
A0A5F5Y6V8_FELCA,Sex hormone-binding globulin,SHBG,16.185,21.343,21.227,URINE+PLASMA
A0A337S703_FELCA,Shisa family member 2,SHISA2,22.180,13.796,15.096,URINE+SERUM
A0A337SBU4_FELCA,Shisa family member 3,SHISA3,19.148,12.199,13.466,URINE+SERUM
M3VUS4_FELCA,Shisa family member 4,SHISA4,18.108,10.721,10.461,URINE
A0A2I2UZT1_FELCA,Protein shisa-5 (Scotin),SHISA5,28.067,19.419,18.609,URINE
A0A337S6F7_FELCA,Shisa family member 6,SHISA6,20.568,12.899,10.832,URINE+SERUM
A0A5F5Y5C4_FELCA,Shisa family member 7,SHISA7,18.119,10.903,10.320,URINE
A0A2I2UL92_FELCA,Shroom family member 1,SHROOM1,22.915,23.640,24.033,SERUM
M3W6U8_FELCA,Sialic acid acetylesterase,SIAE,23.616,18.053,18.494,URINE
M3VYU4_FELCA,Sialic acid acetylesterase,SIAE,22.681,20.374,21.267,URINE
A0A2I2UGY0_FELCA,Solute carrier family 12 member 1,SLC12A1,24.278,24.032,23.252,URINE
A0A5F5XD74_FELCA,Solute carrier family 12 member 3,SLC12A3,21.259,21.531,20.770,URINE+SERUM+PLASMA
M3WNL1_FELCA,Solute carrier family 12 member 4,SLC12A4,23.915,25.484,25.622,URINE+SERUM
A0A2I2USM1_FELCA,Monocarboxylate transporter 1 (Solute carrier family 16 member 1),SLC16A1,22.265,21.624,24.250,SERUM
A0A337SUE7_FELCA,Solute carrier family 22 member 1 (Organic cation transporter 1),SLC22A1,20.492,22.172,22.462,URINE+SERUM
A0A337SCZ5_FELCA,Solute carrier family 22 member 11,SLC22A11,19.018,15.079,13.442,URINE+SERUM
A0A337RV27_FELCA,Solute carrier family 22 member 12,SLC22A12,22.309,23.648,23.203,PLASMA
M3WGV2_FELCA,Solute carrier family 22 member 13,SLC22A13,21.535,19.526,20.894,URINE+SERUM
M3VX59_FELCA,Solute carrier family 23 member 1,SLC23A1,21.523,21.880,21.471,URINE+SERUM+PLASMA
A0A2I2UUV9_FELCA,"Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein)",SLC25A3,22.044,18.520,18.477,URINE
A0A2I2URL1_FELCA,"ADP/ATP translocase (ADP,ATP carrier protein)",SLC25A4,17.672,19.585,16.301,URINE+PLASMA
A0A5F5XZL1_FELCA,Solute carrier family 28 member 1,SLC28A1,20.866,14.622,14.377,URINE
A0A2I2UA74_FELCA,"Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine)",SLC2A5,19.429,19.433,17.801,URINE+PLASMA
M3VWU4_FELCA,Sodium-dependent phosphate transport protein 2A (Na(+)-dependent phosphate cotransporter 2A) (Sodium/phosphate cotransporter 2A) (Solute carrier family 34 member 1),SLC34A1,20.052,20.279,20.381,URINE+SERUM+PLASMA
M3VV37_FELCA,Solute carrier family 3 member 1,SLC3A1,24.716,26.398,26.409,URINE+SERUM
M3WLC0_FELCA,Solute carrier family 3 member 2,SLC3A2,22.815,17.919,18.190,URINE
A0A2I2U4M0_FELCA,Choline transporter-like protein,SLC44A2,20.002,23.861,23.940,URINE+SERUM
A0A2I2UF62_FELCA,Anion exchange protein,SLC4A4,16.804,12.978,11.171,URINE+SERUM
A0A337SG91_FELCA,Anion exchange protein,SLC4A4,21.195,19.150,19.929,URINE
A0A5F5XQN8_FELCA,Sodium/glucose cotransporter 1 (High affinity sodium-glucose cotransporter) (Solute carrier family 5 member 1),SLC5A1,21.419,17.660,18.418,URINE
A0A337SAB7_FELCA,Sodium/mannose cotransporter SLC5A10 (Sodium/glucose cotransporter 5) (Solute carrier family 5 member 10),SLC5A10,18.535,14.830,15.047,URINE
M3WJJ1_FELCA,Solute carrier family 5 member 12,SLC5A12,19.408,19.843,19.796,URINE+SERUM+PLASMA
A0A5F5XDQ5_FELCA,Solute carrier family 5 member 2,SLC5A2,21.128,18.951,18.670,URINE
M3WYV4_FELCA,Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (Solute carrier family 5 member 8),SLC5A8,20.189,20.494,21.598,SERUM
A0A5F5XEN6_FELCA,Solute carrier family 5 member 9,SLC5A9,18.023,18.025,17.774,URINE+SERUM+PLASMA
A0A2I2UPJ1_FELCA,Transporter,SLC6A1,19.275,15.002,14.316,URINE
A0A5F5XC30_FELCA,Transporter,SLC6A18,19.531,17.975,18.087,URINE
M3WBM7_FELCA,Transporter,SLC6A19,22.257,17.754,17.365,URINE
M3W1G1_FELCA,Transporter,SLC6A8,20.538,18.524,18.572,URINE
M3XF74_FELCA,Solute carrier organic anion transporter family member,SLCO4C1,21.298,19.253,19.294,URINE
M3VYI8_FELCA,SLIT and NTRK like family member 1,SLITRK1,17.471,18.795,18.667,URINE+PLASMA
A0A2I2U579_FELCA,SLIT and NTRK like family member 6,SLITRK6,16.807,14.559,14.904,URINE
A0A2I2UV69_FELCA,Secreted LY6/PLAUR domain containing 1,SLURP1,20.102,10.777,11.013,URINE
A0A2I2UAJ7_FELCA,Structural maintenance of chromosomes protein,SMC4,20.875,11.263,10.426,URINE
A0A337S693_FELCA,Small integral membrane protein 22,SMIM22,19.884,16.085,16.367,URINE
A0A5F5Y4Q7_FELCA,SPARC related modular calcium binding 1,SMOC1,19.783,19.284,19.825,URINE+SERUM+PLASMA
M3X374_FELCA,Sphingomyelin phosphodiesterase (EC 3.1.4.12),SMPD1,22.543,22.289,22.288,URINE+SERUM+PLASMA
A0A5F5XFM9_FELCA,Sphingomyelin phosphodiesterase acid like 3A,SMPDL3A,20.784,21.969,21.792,URINE+PLASMA
A0A2I2U480_FELCA,Alpha-synuclein,SNCA,17.926,17.876,19.682,SERUM
M3W8Q2_FELCA,Gamma-synuclein,SNCG,21.940,21.188,21.119,URINE+SERUM+PLASMA
M3X4X1_FELCA,Sorting nexin,SNX18,15.651,11.051,10.507,URINE
A0A2I2UPH5_FELCA,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),SOD1,25.621,22.100,22.374,URINE
A0A2I2U3N0_FELCA,Superoxide dismutase (EC 1.15.1.1),SOD2,19.551,15.788,15.876,URINE
A0A337SS20_FELCA,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),SOD3,23.696,21.120,21.746,URINE
A0A2I2V1M2_FELCA,Sorbitol dehydrogenase (SDH) (XDH) (EC 1.1.1.14) (EC 1.1.1.9) (L-iditol 2-dehydrogenase) (Polyol dehydrogenase) (Xylitol dehydrogenase),SORD,21.754,20.965,20.375,URINE
A0A5F5XL46_FELCA,Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (Sorting protein-related receptor containing LDLR class A repeats),SORL1,21.871,21.198,21.286,URINE+SERUM+PLASMA
M3WIG3_FELCA,Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (Sorting protein-related receptor containing LDLR class A repeats),SORL1,17.401,16.238,15.836,URINE
A0A5F5XK14_FELCA,Sortilin 1,SORT1,22.920,23.137,21.327,URINE+PLASMA
M3WM95_FELCA,Sortilin 1,SORT1,19.397,10.141,10.576,URINE
A0A5F5XKY6_FELCA,SPARC (Osteonectin) (Secreted protein acidic and rich in cysteine),SPARC,19.286,15.333,15.778,URINE
A0A5F5XR50_FELCA,SPARC like 1,SPARCL1,18.715,17.165,17.138,URINE
A0A2I2U991_FELCA,Cytospin-A,SPECC1L,18.507,22.294,22.455,URINE+SERUM
A0A2I2U9I8_FELCA,Serine protease inhibitor Kazal-type 1 (Pancreatic secretory trypsin inhibitor),SPINK1,23.594,19.704,19.540,URINE
A0A2I2UZ18_FELCA,Kazal-like domain-containing protein,SPINK2,19.179,14.444,14.102,URINE
M3WLW6_FELCA,Serine peptidase inhibitor Kazal type 5,SPINK5,23.038,20.720,19.223,URINE+SERUM
M3X7Y2_FELCA,"Serine peptidase inhibitor, Kunitz type 2",SPINT2,20.099,16.101,15.516,URINE
A0A5F5XHK0_FELCA,"Serine peptidase inhibitor, Kunitz type 2",SPINT2,18.875,13.838,15.650,URINE+SERUM
M3WYD3_FELCA,Theg spermatid protein like,SPMAP2L THEGL,21.364,18.430,18.532,URINE
M3WMU1_FELCA,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",SPOCK1,20.431,20.271,20.347,URINE+SERUM+PLASMA
M3WI49_FELCA,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2",SPOCK2,18.947,14.587,15.465,URINE
A0A337RYL8_FELCA,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3",SPOCK3,18.556,16.328,15.910,URINE
A0A2I2UM84_FELCA,Spondin 2,SPON2,16.795,15.149,15.417,URINE
A0A2I2UVQ2_FELCA,Secreted phosphoprotein 1,SPP1,26.369,19.768,19.808,URINE
A0A5F5XTV6_FELCA,Secreted phosphoprotein 24 (Secreted phosphoprotein 2),SPP2,23.801,21.973,21.937,URINE
A0A2I2UR05_FELCA,Sepiapterin reductase (EC 1.1.1.153),SPR,20.037,18.912,19.396,URINE
A0A5F5XIW6_FELCA,SREBP regulating gene protein,SPRING1,19.069,14.952,15.681,URINE
M3VVT0_FELCA,SREBP regulating gene protein,SPRING1,16.738,12.785,13.984,URINE+SERUM
A0A2I2U6D2_FELCA,"Spectrin alpha, non-erythrocytic 1",SPTAN1,16.715,18.456,16.839,PLASMA
A0A337S5T6_FELCA,Sarcalumenin,SRL,20.725,16.511,16.269,URINE
A0A5F5XQY8_FELCA,Scavenger receptor cysteine rich family member with 5 domains,SSC5D,18.071,15.272,15.747,URINE
A0A2I2UHD5_FELCA,"Type 2 lactosamine alpha-2,3-sialyltransferase (CMP-NeuAc:beta-galactoside alpha-2,3-sialyltransferase VI) (ST3Gal VI) (Sialyltransferase 10)",ST3GAL6,22.063,18.825,18.909,URINE
M3WJN7_FELCA,"beta-galactoside alpha-(2,6)-sialyltransferase (EC 2.4.3.1)",ST6GAL1,20.082,17.945,19.544,URINE+SERUM
M3WN53_FELCA,Stabilin 1,STAB1,19.551,18.148,18.792,URINE
A0A5F5Y3A1_FELCA,Stanniocalcin-1 (STC-1),STC1,20.684,18.501,18.588,URINE
M3XCB8_FELCA,Stomatin,STOM,20.147,18.872,18.070,URINE
A0A337SUF8_FELCA,Stomatin,STOM,18.531,15.839,16.477,URINE
A0A2I2UP70_FELCA,Syntaxin 3,STX3,20.648,19.934,20.139,URINE+SERUM+PLASMA
M3VWX8_FELCA,Syntaxin-binding protein 2 (Protein unc-18 homolog 2) (Protein unc-18 homolog B),STXBP2,26.140,24.835,22.729,URINE+SERUM
A0A337RXK1_FELCA,Arylsulfatase (EC 3.1.6.1) (EC 3.1.6.14) (N-acetylglucosamine-6-sulfatase),SULF2,24.580,21.498,21.885,URINE
M3WBD8_FELCA,Sushi domain containing 2,SUSD2,21.476,18.251,16.726,URINE+SERUM
A0A5F5XF46_FELCA,Sushi domain containing 5,SUSD5,21.417,19.196,17.745,URINE+SERUM
M3VZE1_FELCA,Sushi domain containing 5,SUSD5,23.233,19.180,18.891,URINE
M3WVG6_FELCA,Synapse associated protein 1,SYAP1,21.482,21.777,22.742,SERUM
A0A5F5Y1D6_FELCA,MARVEL domain-containing protein,SYPL1,21.823,20.987,21.514,URINE+SERUM+PLASMA
A0A5F5XQX5_FELCA,Transgelin,TAGLN2,20.775,20.061,20.320,URINE+SERUM+PLASMA
A0A2I2U8C8_FELCA,TAR DNA-binding protein 43,TARDBP,17.210,18.667,19.005,URINE+SERUM
A0A2I2UTP2_FELCA,TBC1 domain family member 31,TBC1D31,23.363,15.763,15.710,URINE
A0A337SNU3_FELCA,TBC1 domain family member 32,TBC1D32,18.504,18.318,18.525,URINE+SERUM+PLASMA
A0A5F5XD47_FELCA,TBC1 domain family member 8B,TBC1D8B,19.716,16.548,16.375,URINE
A0A5F5XJ51_FELCA,Transcobalamin-2 (Transcobalamin II),TCN2,22.645,22.735,22.535,URINE+SERUM+PLASMA
M3X0W1_FELCA,Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (Repressor/activator protein 1 homolog),TERF2IP,23.558,23.978,23.373,URINE+SERUM+PLASMA
A0A5F5XNI1_FELCA,Transferrin,TF,31.824,33.076,33.301,URINE+SERUM
M3X260_FELCA,Transferrin,TF,25.459,26.797,26.910,URINE+SERUM
A0A5F5XXX0_FELCA,Transferrin,TF,26.985,28.219,28.321,URINE+SERUM
M3WBQ5_FELCA,Transferrin,TF,28.590,29.038,29.140,URINE+SERUM+PLASMA
B4X8D7_FELCA,Trefoil factor 1 (Trefoil factor family peptide 1),TFF1,26.834,19.383,18.060,URINE+SERUM
B4X8D8_FELCA,Trefoil factor 2,TFF2,26.135,19.665,19.521,URINE
M3WI50_FELCA,Tissue factor pathway inhibitor,TFPI,19.184,12.448,12.514,URINE
A0A5F5XDK9_FELCA,Tissue factor pathway inhibitor 2,TFPI2,25.875,18.523,18.444,URINE
TFR1_FELCA,Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (CD antigen CD71),TFRC,20.206,20.577,21.020,URINE+SERUM+PLASMA
M3WKJ1_FELCA,Transforming growth factor-beta-induced protein ig-h3,TGFBI,23.568,22.986,23.436,URINE+SERUM+PLASMA
A0A337SBT0_FELCA,TGF-beta receptor type-1 (EC 2.7.11.30) (Transforming growth factor-beta receptor type I),TGFBR1,21.064,19.130,18.304,URINE
A0A5F5XGQ1_FELCA,Serine/threonine-protein kinase receptor (EC 2.7.11.30),TGFBR2,22.100,20.131,21.208,URINE+SERUM
A0A5F5XD94_FELCA,Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (EC 3.5.1.44) (Isopeptidase TGM2) (Protein-glutamine deamidase TGM2) (Protein-glutamine dopaminyltransferase TGM2) (Protein-glutamine histaminyltransferase TGM2) (Protein-glutamine noradrenalinyltransferase TGM2) (Protein-glutamine serotonyltransferase TGM2) (Tissue transglutaminase) (Transglutaminase-2),TGM2,22.591,20.922,21.215,URINE
A0A2I2UM78_FELCA,Transglutaminase 5,TGM5,23.778,24.126,24.628,URINE+SERUM+PLASMA
M3WF45_FELCA,Thrombospondin 1,THBS1,25.982,24.447,24.833,URINE
A0A2I2UG29_FELCA,Thrombospondin 2,THBS2,14.175,10.000,10.167,URINE
M3W148_FELCA,Thrombospondin 4,THBS4,18.829,18.940,18.899,URINE+SERUM+PLASMA
A0A5F5XNC0_FELCA,Thymocyte selection associated family member 2,THEMIS2,18.909,18.243,18.333,URINE+SERUM+PLASMA
A0A2I2UGV7_FELCA,Thy-1 membrane glycoprotein (Thy-1 antigen),THY1,26.357,19.971,19.781,URINE
A0A337S209_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),TIE1,21.769,20.722,21.357,URINE
A0A337SK12_FELCA,T cell immunoreceptor with Ig and ITIM domains,TIGIT,20.073,15.485,14.846,URINE
A0A2I2UP29_FELCA,T cell immunoglobulin and mucin domain containing 4,TIMD4,28.154,21.247,20.736,URINE
A0A2I2U4F9_FELCA,Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases 1),TIMP1,22.377,21.287,23.486,URINE+SERUM
M3W949_FELCA,Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases 1),TIMP1,23.007,22.125,23.431,SERUM
A0A337SHQ6_FELCA,Metalloproteinase inhibitor 2 (Tissue inhibitor of metalloproteinases 2),TIMP2,22.400,22.107,23.348,SERUM
A0A2I2UAQ8_FELCA,Metalloproteinase inhibitor 3 (Tissue inhibitor of metalloproteinases 3),TIMP3,21.252,19.738,19.534,URINE
A0A337SA15_FELCA,Tubulointerstitial nephritis antigen,TINAG,24.882,17.001,17.313,URINE
A0A337S5K9_FELCA,Tubulointerstitial nephritis antigen like 1,TINAGL1,20.896,11.556,11.412,URINE
A0A337S2N1_FELCA,Triokinase/FMN cyclase (EC 2.7.1.28) (EC 2.7.1.29) (EC 4.6.1.15) (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)),TKFC,19.668,21.438,21.412,URINE+PLASMA
M3X940_FELCA,Triokinase/FMN cyclase (EC 2.7.1.28) (EC 2.7.1.29) (EC 4.6.1.15) (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)),TKFC,18.965,13.325,13.347,URINE
A0A5F5Y1L1_FELCA,Transketolase (EC 2.2.1.1),TKT,21.575,19.469,18.894,URINE
A0A2I2V2A4_FELCA,Talin 1,TLN1,19.937,17.144,17.099,URINE
M3XFJ6_FELCA,Transmembrane 7 superfamily member 3,TM7SF3,22.870,21.463,21.416,URINE
M3WPL3_FELCA,Transmembrane and coiled-coil domains 5B,TMCO5B,19.623,12.201,12.869,URINE
A0A2I2UKF8_FELCA,Transmembrane p24 trafficking protein 7,TMED7,23.402,20.321,20.965,URINE
A0A2I2UFI9_FELCA,Transmembrane p24 trafficking protein 9,TMED9,16.546,15.931,15.508,URINE
M3WBR7_FELCA,Transmembrane protein 102,TMEM102,14.797,15.157,14.987,URINE+SERUM+PLASMA
M3W5X2_FELCA,Transmembrane protein 106B,TMEM106B,24.087,13.447,15.241,URINE+SERUM
A0A337S0Q7_FELCA,Transmembrane protein 123,TMEM123,18.319,12.538,11.693,URINE
A0A5F5XDF0_FELCA,Transmembrane protein 132A,TMEM132A,22.039,21.629,21.495,URINE+SERUM+PLASMA
M3WP30_FELCA,Transmembrane protein 132A,TMEM132A,17.619,16.072,16.130,URINE
M3WSW8_FELCA,Transmembrane protein 256,TMEM256,21.076,12.139,12.223,URINE
A0A5F5XZP8_FELCA,Transmembrane protein 277,TMEM277 KLK1,31.815,18.948,19.404,URINE
A0A5F5XRV1_FELCA,Transmembrane protein 59,TMEM59,20.933,18.979,17.481,URINE+SERUM
A0A2I2U348_FELCA,Transmembrane protein 9,TMEM9,18.778,11.073,10.764,URINE
M3W8X2_FELCA,Transmembrane serine protease 2,TMPRSS2,20.835,17.758,17.207,URINE
M3WTN0_FELCA,Transmembrane serine protease 6,TMPRSS6,16.559,17.119,17.337,URINE+SERUM+PLASMA
A0A2I2UFV7_FELCA,Tenascin C,TNC,26.317,22.980,23.148,URINE
A0A2I2UUG3_FELCA,Tenascin C,TNC,22.661,19.993,20.589,URINE
A0A2I2UQD4_FELCA,TNF receptor superfamily member 11a,TNFRSF11A,20.953,17.917,17.734,URINE
A0A5F5XSD6_FELCA,TNF receptor superfamily member 14,TNFRSF14,21.008,20.154,18.858,URINE+SERUM
A0A2I2V223_FELCA,Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (Tumor necrosis factor receptor type I) (p55) (p60),TNFRSF1A,16.940,12.279,12.964,URINE
A0A337SE86_FELCA,TNF receptor superfamily member 1B,TNFRSF1B,24.351,21.446,22.174,URINE
A0A5F5Y208_FELCA,TNF receptor superfamily member 4,TNFRSF4,18.443,17.582,18.061,URINE+SERUM+PLASMA
A0A337SN48_FELCA,TNF superfamily member 12,TNFSF12,20.734,17.391,16.746,URINE
A0A337S3S3_FELCA,TNF superfamily member 13b,TNFSF13B,19.922,19.347,19.959,URINE+SERUM+PLASMA
A0A337SCZ0_FELCA,Tenascin N,TNN,19.659,14.356,14.250,URINE
M3X9A1_FELCA,Triosephosphate isomerase (EC 5.3.1.1),TPI1,22.728,19.883,20.177,URINE
A0A2I2URE8_FELCA,Tropomyosin alpha-1 chain (Alpha-tropomyosin) (Tropomyosin-1),TPM1,16.593,15.150,15.594,URINE
A0A2I2U057_FELCA,Tropomyosin 3,TPM3,21.320,20.102,20.270,URINE
A0A2I2UY85_FELCA,Tropomyosin 3,TPM3,18.303,18.537,19.422,SERUM
A0A5F5XI45_FELCA,Tropomyosin 3,TPM3,14.214,16.827,16.252,URINE+PLASMA
A0A337RXS4_FELCA,Nucleoprotein TPR,TPR,23.634,21.714,21.678,URINE
A0A337RUS6_FELCA,Triggering receptor expressed on myeloid cells like 1,TREML1,23.193,16.204,18.859,URINE+SERUM
A0A2I2UQM8_FELCA,RING-type E3 ubiquitin transferase (EC 2.3.2.27),TRIM36,20.952,18.440,21.381,URINE+SERUM
A0A337SU32_FELCA,Tumor susceptibility 101,TSG101,22.955,22.123,22.433,URINE+SERUM+PLASMA
A0A337SC81_FELCA,"Tsukushi, small leucine rich proteoglycan",TSKU,18.133,17.605,17.782,URINE+SERUM+PLASMA
M3VUZ7_FELCA,Tetraspanin,TSPAN1,23.314,20.260,18.777,URINE+SERUM
A0A2I2UDW9_FELCA,Tetraspanin,TSPAN3,20.688,19.920,20.738,URINE+SERUM+PLASMA
A0A2I2UB49_FELCA,Tetraspanin,TSPAN8,22.869,20.723,19.570,URINE+SERUM
M3WPX9_FELCA,Tetratricopeptide repeat protein 38,TTC38,17.989,17.605,18.823,SERUM
A0A337SAI4_FELCA,Titin,TTN,22.836,23.898,21.486,URINE+PLASMA
M3WEV9_FELCA,Transthyretin,TTR,28.037,31.190,31.234,URINE+SERUM
A0A337S1Z7_FELCA,Protein tweety homolog,TTYH3,21.957,23.472,19.135,URINE+PLASMA
