Entry,Protein,Gene,Urine,Plasma,Serum
A0A024A8A5_FELCA,Hepatitis A virus cellular receptor 1 variant A,HAVCR1,22.3,22.8,22.4
HBA_FELCA,Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain) [Cleaved into: Hemopressin],HBA,24.5,29,30.5
HBB_FELCA,Hemoglobin subunit beta-A/B (Beta-A/B-globin) (Hemoglobin beta-A/B chain),HBB,25.9,30.4,31.9
A0A2I2U9B2_FELCA,Tyrosine-protein kinase (EC 2.7.10.2),HCK,19.6,16.6,16.6
M3W3P5_FELCA,Hyperpolarization activated cyclic nucleotide gated potassium channel 4,HCN4,25.8,16.2,16
A0A337S0K9_FELCA,E3 ubiquitin-protein ligase (EC 2.3.2.26),HECTD1,16,21.8,13.1
M3WLX7_FELCA,Heart development protein with EGF like domains 1,HEG1,25.8,20.6,20.9
G4XSV9_FELCA,Beta-hexosaminidase (EC 3.2.1.52),HEXA,26,20.6,20.4
HEXB_FELCA,Beta-hexosaminidase subunit beta (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit beta) (Hexosaminidase subunit B) (N-acetyl-beta-glucosaminidase subunit beta),HEXB,25.3,24.2,24.3
M3WHB2_FELCA,HGF activator,HGFAC,24,26.7,26.6
A0A337SUG1_FELCA,Hemojuvelin BMP co-receptor,HJV,21.7,18.8,19.5
M3X1M2_FELCA,Hemicentin 1,HMCN1,25.8,19.7,19.8
M3X7U8_FELCA,Hemicentin 2,HMCN2,25.6,21.4,21.4
A0A2I2UVJ9_FELCA,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,16.7,12.6,11
A0A2I2UI32_FELCA,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,17.4,16.1,16.2
A0A5F5XGD0_FELCA,Haptoglobin,HP,30.5,32.2,32.4
A0A5F5XBX6_FELCA,4-hydroxyphenylpyruvate dioxygenase,HPD,22.1,22.8,22.6
A0A5F5Y3T3_FELCA,4-hydroxyphenylpyruvate dioxygenase,HPD,19.7,17.2,16.9
A0A2I2UDC4_FELCA,Hepsin,HPN,22.7,18.9,18.8
M3WJM9_FELCA,Histidine-rich glycoprotein (Histidine-proline-rich glycoprotein),HRG,24.5,26.3,26.3
A0A337S6T1_FELCA,Heat shock protein HSP 90-alpha,HSP90AA1,19.6,19.8,20.2
A0A2I2U7X4_FELCA,Heat shock protein HSP 90-beta,HSP90AB1,23.3,21.4,21
A0A5F5XWD4_FELCA,Endoplasmin (94 kDa glucose-regulated protein) (Heat shock protein 90 kDa beta member 1),HSP90B1,19.2,16.1,16.6
M3X6Z7_FELCA,Heat shock 70 kDa protein 13 (Stress-70 protein chaperone microsome-associated 60 kDa protein),HSPA13,22.9,20.5,21.1
M3WFT4_FELCA,78 kDa glucose-regulated protein (Binding-immunoglobulin protein) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),HSPA5,24.1,22.1,22.2
A0A2I2UZM2_FELCA,Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8),HSPA8,25.2,22.5,22.4
A0A5F5XK17_FELCA,Heat shock protein family B (small) member 1,HSPB1,21.4,17,16.6
M3WXZ4_FELCA,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (Heat shock protein 60)",HSPD1,19.6,17.2,18.5
A0A337SEI8_FELCA,"10 kDa heat shock protein, mitochondrial (10 kDa chaperonin) (Chaperonin 10)",HSPE1,20.2,17.7,17
A0A5F5Y6R8_FELCA,Heparan sulfate proteoglycan 2,HSPG2,30.1,24.5,24.8
M3W0Q9_FELCA,HtrA serine peptidase 1,HTRA1,22.5,17.2,18
M3WMB7_FELCA,HtrA serine peptidase 3,HTRA3,19.4,18.8,19.6
M3VYS9_FELCA,HtrA serine peptidase 4,HTRA4,20.5,14.1,13.7
A0A337SAA4_FELCA,Hyaluronidase (EC 3.2.1.35),HYAL2,21.6,19.7,19.6
A0A5F5XBM7_FELCA,Putative hydroxypyruvate isomerase (EC 5.3.1.22),HYI,22.7,21,21.1
A0A337SRM7_FELCA,Intercellular adhesion molecule 1,ICAM1,22.1,22.2,22.2
M3WBF1_FELCA,Intercellular adhesion molecule 1,ICAM1,23.3,22.4,22.4
A0A337SJL0_FELCA,Intercellular adhesion molecule 2,ICAM2,24.1,20.6,20.6
A0A337SQM4_FELCA,Inducible T cell costimulator ligand,ICOSLG,23.9,20.5,21
M3W1B8_FELCA,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),IDH1,20.6,18.7,19.3
A0A337SJX9_FELCA,Iduronate 2-sulfatase,IDS,20.6,15.5,15.8
A0A097HWG4_FELCA,Alpha-L-iduronidase (EC 3.2.1.76),IDUA,21.3,18.3,18.4
M3WSA1_FELCA,Gamma-interferon-inducible lysosomal thiol reductase (EC 1.8.-.-) (Gamma-interferon-inducible protein IP-30),IFI30,27.1,20.3,20.2
A0A2I2UFF7_FELCA,Interferon alpha inducible protein 6,IFI6,18.2,16.1,15.7
M3XFG7_FELCA,Interferon alpha/beta receptor 1 (IFN-R-1) (IFN-alpha/beta receptor 1) (Type I interferon receptor 1),IFNAR1,18.8,17,17.4
A0A2I2UIQ7_FELCA,Insulin-like growth factor I (Somatomedin),IGF1,17.1,22.9,22.6
A0A2I2UMR3_FELCA,Insulin-like growth factor II,IGF2,19.9,24,23.6
A0A5F5XQ21_FELCA,Insulin like growth factor 2 receptor,IGF2R,24.5,23.9,24
M3VZ93_FELCA,Insulin like growth factor 2 receptor,IGF2R,20.3,18.7,18.6
A0A337SDJ8_FELCA,Insulin like growth factor binding protein acid labile subunit,IGFALS,24.3,26.8,26.9
M3W4L2_FELCA,Insulin-like growth factor-binding protein 1,IGFBP1,26.4,20.8,20.7
A0A2I2UEZ6_FELCA,Insulin-like growth factor-binding protein 2,IGFBP2,26.9,24,23.9
A0A2I2USR5_FELCA,Insulin-like growth factor-binding protein 3,IGFBP3,24.9,26.9,26.8
A0A337RVY2_FELCA,Insulin-like growth factor-binding protein 4,IGFBP4,19.6,21.2,21.1
A0A2I2UF06_FELCA,Insulin-like growth factor-binding protein 5,IGFBP5,18,20,19.8
M3VUH9_FELCA,Insulin like growth factor binding protein 6,IGFBP6,18.9,20.3,20.2
A0A2I2U3H1_FELCA,Insulin like growth factor binding protein 7,IGFBP7,29.7,21.8,21.9
A0A337SLQ6_FELCA,IGF like family receptor 1,IGFLR1,20.5,17.3,17.4
A0A2I2UAS8_FELCA,IgLON family member 5,IGLON5,24.3,18.7,18.6
A0A2I2UBK6_FELCA,Immunoglobulin superfamily member 5,IGSF5,20,18.4,17.4
A0A2I2U7U8_FELCA,Immunoglobulin superfamily member 8,IGSF8,26.2,22.3,22.7
A0A2I2UF36_FELCA,Interleukin 18 binding protein,IL18BP,25.9,18.7,18.7
A0A2I2UA72_FELCA,Interleukin 1 receptor accessory protein,IL1RAP,26.4,25.9,26
A0A337SPR9_FELCA,Interleukin-1,IL1RN,18.1,13.4,13.7
IL2RA_FELCA,Interleukin-2 receptor subunit alpha (IL-2 receptor subunit alpha) (IL-2-RA) (IL-2R subunit alpha) (IL2-RA) (CD antigen CD25),IL2RA,21.9,17.9,17.6
A0A2I2U0A6_FELCA,Interleukin-1,IL36RN,19,15.4,13.8
A0A337S2C8_FELCA,Interleukin-4 receptor subunit alpha,IL4R,20.6,13.6,13.9
M3X8X7_FELCA,Interleukin 6 receptor,IL6R,21.3,18.4,19.3
A0A337S1N7_FELCA,Interleukin 6 cytokine family signal transducer,IL6ST,23.5,23.1,23.3
A0A5F5XF39_FELCA,Interleukin 6 cytokine family signal transducer,IL6ST,19.2,17.1,16.7
A0A337S505_FELCA,Interleukin 6 cytokine family signal transducer,IL6ST,20.2,18.2,18.3
M3VZN9_FELCA,Interleukin 9 receptor,IL9R,16,10,10.2
M3W832_FELCA,Integrator complex subunit 1,INTS1,20.5,22.4,22.4
M3XDA8_FELCA,Integrator complex subunit 4,INTS4,17.4,18.2,18.5
A0A337SRV8_FELCA,Interferon regulatory factor 2 binding protein like,IRF2BPL,16.6,10.6,10.8
M3X315_FELCA,Immunoglobulin superfamily containing leucine rich repeat,ISLR,26.6,22.1,22.2
A0A5F5XEF9_FELCA,Isthmin 1,ISM1,17.9,12.7,11.4
A0A2I2UAK7_FELCA,IST1 homolog (Charged multivesicular body protein 8),IST1,25,21.8,23.3
A0A5F5Y493_FELCA,Integrin alpha FG-GAP repeat containing 1,ITFG1,23.6,23.4,22.5
A0A2I2USG0_FELCA,Integrin subunit alpha 3,ITGA3,17.4,14.3,15.1
A0A2I2UVP7_FELCA,Integrin subunit alpha 6,ITGA6,17.8,16.4,16.8
A0A5F5Y6V1_FELCA,VWFA domain-containing protein,ITGAX,20.1,16.7,16.9
ITB1_FELCA,Integrin beta-1 (Fibronectin receptor subunit beta) (VLA-4 subunit beta) (CD antigen CD29),ITGB1,22.5,18.7,19.6
A0A222NT34_FELCA,Integrin beta,ITGB2,19.4,15.8,13.6
M3WN59_FELCA,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,25.6,27.9,28
A0A337SQW0_FELCA,Inter-alpha-trypsin inhibitor heavy chain 2,ITIH2,25.1,28.7,28.9
A0A337SL30_FELCA,Inter-alpha-trypsin inhibitor heavy chain 3,ITIH3,20.1,25.7,25.8
A0A337SEU6_FELCA,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3,23.4,27.1,27.1
M3WN60_FELCA,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3,16.1,19.8,19.3
A0A2I2U7R4_FELCA,Inter-alpha-trypsin inhibitor heavy chain 4,ITIH4,26.9,29,29.3
M3WEM7_FELCA,Inter-alpha-trypsin inhibitor heavy chain 5,ITIH5,26,23.9,22.3
A0A5F5XMZ9_FELCA,Inter-alpha-trypsin inhibitor heavy chain 5,ITIH5,24.5,18.1,18.7
A0A2I2UVC1_FELCA,Integral membrane protein 2,ITM2B,22.9,20.2,20.1
A0A2I2U9Y7_FELCA,Integral membrane protein 2,ITM2C,14.5,15.9,14.7
A0A2I2U3Z6_FELCA,"Isovaleryl-CoA dehydrogenase, mitochondrial (EC 1.3.8.1) (EC 1.3.8.4) (Butyryl-CoA dehydrogenase)",IVD,19.8,19.2,18.7
A0A2I2UBC8_FELCA,Delta-like protein,JAG1,20.3,15.9,15.6
A0A337SEF1_FELCA,Junctional adhesion molecule 3,JAM3,23.9,23.7,20.3
A0A5F5XX70_FELCA,Junctional adhesion molecule 3,JAM3,22.8,19.7,20
A0A337SAT8_FELCA,Junction adhesion molecule like,JAML,17.9,15.6,16.5
A0A5F5XC52_FELCA,Joining chain of multimeric IgA and IgM,JCHAIN,29.4,24.2,24.3
A0A2I2UBN8_FELCA,Junction plakoglobin,JUP,22.9,24.7,24.7
A0A2I2UA55_FELCA,Kazal type serine peptidase inhibitor domain 1,KAZALD1,22,18.1,17.9
A0A337RZ36_FELCA,Potassium channel tetramerization domain containing 12,KCTD12,19.5,18.2,17.8
A0A2I2UIN2_FELCA,Vascular endothelial growth factor receptor 2 (EC 2.7.10.1),KDR,18.4,14.8,14.5
A0A2I2U3F2_FELCA,KIAA0319 like,KIAA0319L,23.4,20,21.1
A0A5F5XE91_FELCA,Kinesin-like protein,KIF12,32.2,27.7,27.9
A0A5F5Y533_FELCA,Kinesin-like protein,KIF12,19.2,16.5,16.7
M3VU73_FELCA,Kinesin-like protein,KIF12,22.4,19.4,19.5
A0A2I2U1G6_FELCA,Kinesin family member 21A,KIF21A,22.8,15.9,15.3
A0A5F5XE96_FELCA,Kinesin family member 26A,KIF26A,18.3,12.1,12.4
A0A337S5Y7_FELCA,Kirre like nephrin family adhesion molecule 1,KIRREL1,22,20.6,20.3
A0A337RZN4_FELCA,Kirre like nephrin family adhesion molecule 1,KIRREL1,17.4,17.2,17.8
KIT_FELCA,Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (CD antigen CD117),KIT,21.6,20,20.3
SCF_FELCA,Kit ligand (Mast cell growth factor) (MGF) (Stem cell factor) (SCF) (c-Kit ligand) [Cleaved into: Soluble KIT ligand (sKITLG)],KITLG SCF,20.5,15.3,15.8
A0A5F5XC24_FELCA,Kallikrein B1,KLKB1,24,25.6,25.5
A0A337SQ55_FELCA,Natural killer cells antigen CD94 (Killer cell lectin-like receptor subfamily D member 1),KLRD1,21.4,14.9,15.3
A0A2I2U294_FELCA,Kininogen 1,KNG1,32,29.7,29.7
A0A5F5XVF5_FELCA,Kininogen 1,KNG1,21.6,23.1,22.5
A0A2I2UHH3_FELCA,small monomeric GTPase (EC 3.6.5.2),KRAS,21.4,16,16
A0A337SC09_FELCA,Kremen protein (Kringle-containing protein marking the eye and the nose),KREMEN1,20.3,22.1,22.9
M3VXR1_FELCA,"Keratin, type I cytoskeletal 10 (Cytokeratin-10) (Keratin-10)",KRT10,27.3,24.2,24.2
A0A337SCP9_FELCA,IF rod domain-containing protein,KRT13,27.5,24.4,24.1
A0A337SM15_FELCA,Keratin 17,KRT17,24.8,21.2,21.3
A0A5F5XLA0_FELCA,"Keratin, type I cytoskeletal 17 (Cytokeratin-17) (Keratin-17)",KRT17,21.3,19.1,18.9
A0A5F5XF56_FELCA,"Keratin, type I cytoskeletal 17 (Cytokeratin-17) (Keratin-17)",KRT17,20.1,19.4,18.7
A0A5F5Y768_FELCA,Keratin 17,KRT17,20.4,21.1,21
M3VXK4_FELCA,"Keratin, type I cytoskeletal 17 (Cytokeratin-17) (Keratin-17)",KRT17,19.6,20,19.8
M3VUH3_FELCA,Keratin 18,KRT18,23.1,22.5,22.8
A0A2I2U642_FELCA,"Keratin, type I cytoskeletal 20 (Cytokeratin-20) (Keratin-20)",KRT20,22.7,18.9,19.4
A0A2I2UVW3_FELCA,"Keratin, type I cytoskeletal 27 (Cytokeratin-27) (Keratin-27) (Type I inner root sheath-specific keratin-K25irs3)",KRT25 KRT27,25.8,22.8,22.7
M3VUG8_FELCA,Keratin 3,KRT3,24.3,21.4,21.3
M3VUE5_FELCA,"Keratin, type II cytoskeletal 7 (Cytokeratin-7) (Keratin-7) (Type-II keratin Kb7)",KRT7,22.3,20.7,20.5
K2C71_FELCA,"Keratin, type II cytoskeletal 71 (Cytokeratin-71) (CK-71) (Keratin-71) (K71)",KRT71,25.2,21.5,21.6
M1RGZ2_FELCA,Keratin 73,KRT73,17.8,19.2,18.6
M3VUF9_FELCA,Keratin 74,KRT74,25.2,21.4,21.4
A0A337S538_FELCA,Keratin 74,KRT74,24.4,20,19.8
M3VUG7_FELCA,Keratin 76,KRT76,25.1,21.6,21.7
A0A5F5XKG5_FELCA,Keratin 77,KRT77,25.6,22.8,22.6
M3WZD7_FELCA,IF rod domain-containing protein,KRT89,20.6,17.7,18.3
A0A5F5XMX8_FELCA,Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase),KYNU,18.9,15.1,15.7
A0A2I2U6T7_FELCA,L1 cell adhesion molecule,L1CAM,23.9,23.1,23
A0A337SDW1_FELCA,LINE1 type transposase domain containing 1,L1TD1,21.7,22.1,17.9
A0A5F5XCK9_FELCA,Endoribonuclease LACTB2 (Beta-lactamase-like protein 2),LACTB2,17.5,18.9,20.7
A0A5F5XQP4_FELCA,Leukocyte associated immunoglobulin like receptor 1,LAIR1,25.1,17.5,17.9
A0A5F5XIU1_FELCA,Laminin subunit alpha 4,LAMA4,24.6,17.3,17.4
A0A5F5Y366_FELCA,Laminin subunit alpha 5,LAMA5,22.4,23.1,24.7
M3W292_FELCA,Laminin subunit beta 1,LAMB1,24,23.8,23
M3WC88_FELCA,Laminin subunit beta 2,LAMB2,17.7,16.8,17.7
M3WXS7_FELCA,Laminin subunit gamma 1,LAMC1,22.6,20.6,20.1
A0A337RYK1_FELCA,Laminin subunit gamma 2,LAMC2,20.2,13.8,12.5
A7XPK6_FELCA,Lysosomal associated membrane protein 1,LAMP1,19.3,17.5,17
C6GGN9_FELCA,Lysosomal associated membrane protein 1 (Lysosomal-associated membrane glycoprotein 1),LAMP1 LAMP-1,24.7,20.6,20.8
A0A337STH0_FELCA,Lysosomal associated membrane protein 2,LAMP2,28.6,22.3,22.6
A0A2I2V3S9_FELCA,Lysosomal associated membrane protein 3,LAMP3,17.3,16,16
A0A5F5XSP5_FELCA,Cytosol aminopeptidase (EC 3.4.11.1) (EC 3.4.11.5) (EC 3.4.13.23) (Cysteinylglycine-S-conjugate dipeptidase) (Leucine aminopeptidase 3) (Leucyl aminopeptidase) (Proline aminopeptidase) (Prolyl aminopeptidase),LAP3,22,21.3,21
A0A337SJA8_FELCA,Layilin,LAYN,22,18.4,18.9
M3WXB6_FELCA,Layilin,LAYN,20.7,19.6,18.2
A0A5F5Y0Z4_FELCA,Lipopolysaccharide-binding protein (LBP),LBP,19.3,22.5,22.4
A0A5F5XKS1_FELCA,Lipopolysaccharide-binding protein (LBP),LBP,21,23.1,23.3
M3XCK7_FELCA,Lipocalin like 1,LCNL1,26.9,20.9,21.4
A0A2I2U572_FELCA,Lymphocyte cytosolic protein 1,LCP1,21,20.7,19.6
A0A2I2UZG1_FELCA,L-lactate dehydrogenase (EC 1.1.1.27),LDHA,21.3,17.5,17.6
A0A337S8L1_FELCA,L-lactate dehydrogenase (EC 1.1.1.27),LDHA,20.4,17.2,17.8
A0A2I2U9C6_FELCA,L-lactate dehydrogenase (EC 1.1.1.27),LDHB,24,19.9,19.9
A0A2I2U4Z0_FELCA,L-lactate dehydrogenase (EC 1.1.1.27),LDHC,21.9,15.7,16.3
A0A337SRL4_FELCA,Low-density lipoprotein receptor,LDLR,22.2,18.8,18.2
A0A2I2UMV3_FELCA,Liver-expressed antimicrobial peptide 2,LEAP2,25.9,19.5,19.6
A0A5F5XUA4_FELCA,Leukocyte cell derived chemotaxin 2,LECT2,15.2,17.6,16.8
M3WKX0_FELCA,Leukocyte cell derived chemotaxin 2,LECT2,16,19.2,19.4
LEP_FELCA,Leptin (Obesity factor),LEP OB,18.4,18.4,17.6
A0A337SEC0_FELCA,Galectin,LGALS1,21.4,21.2,21.7
A0A337S4Q5_FELCA,Galectin,LGALS3,22,22.1,22.3
A0A2I2U709_FELCA,Galectin,LGALS9,22.9,17.7,18
A0A337S0D5_FELCA,"Legumain (EC 3.4.22.34) (Protease, cysteine 1)",LGMN,20.6,18.7,18.8
M3W8K5_FELCA,"Legumain (EC 3.4.22.34) (Protease, cysteine 1)",LGMN,20.8,14,15
A0A5F5XGD3_FELCA,LIF receptor subunit alpha,LIFR,24.5,25.4,25.2
A0A5F5XPV2_FELCA,Lipase,LIPA,30.3,21,21.1
A0A5F5XQ31_FELCA,"Lectin, mannose binding 2",LMAN2,30.3,22.1,22.2
A0A5F5XTW1_FELCA,Lysosomal cobalamin transport escort protein LMBD1 (LMBR1 domain-containing protein 1),LMBRD1,15.1,10.7,12.7
A0A5K1VP01_FELCA,Lamin A/C,LMNA,24.2,12.8,13
M3VU75_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC100144393,28,29.9,30
E5D2Z5_FELCA,Fel d 7 allergen,LOC100533977,25.4,19.3,20.2
M3WJA1_FELCA,Pepsin A (EC 3.4.23.1),LOC101080826,29.9,17.6,17.5
A0A5F5XDG7_FELCA,Pregnancy zone protein,LOC101080976,25.9,29.4,29.4
A0A5F5XG49_FELCA,Pregnancy zone protein-like,LOC101080976,21.5,26,26
A0A337S803_FELCA,Ovostatin homolog 2-like,LOC101081475,22.7,27,27
A0A2I2U8D7_FELCA,C-type lectin domain-containing protein,LOC101082144,21.2,18.3,18.6
A0A2I2UMM1_FELCA,Uncharacterized protein,LOC101082733,20.1,18.6,19
A0A2I2UP08_FELCA,Sushi domain-containing protein,LOC101085428,23.3,27.5,27.4
M3WP64_FELCA,Peptidase S1 domain-containing protein,LOC101085453,19.2,18.2,18.3
A0A337S8S6_FELCA,Peptidase S1 domain-containing protein,LOC101085453,29.4,25.5,25.6
A0A5F5XMU9_FELCA,Coiled-coil domain-containing protein 170-like,LOC101086571,18.4,19,19.1
A0A2I2UUI4_FELCA,Cathepsin L,LOC101086605,24.2,21,20.9
A0A337SVW6_FELCA,Annexin,LOC101087010,20.9,17.7,17.1
A0A337RWP8_FELCA,Ly-6/neurotoxin-like protein 1,LOC101087710,26.1,18.7,18.5
A0A2I2UV75_FELCA,Cystatin domain-containing protein,LOC101088567,21.3,17.5,17.2
A0A5F5XV52_FELCA,Peptidase S1 domain-containing protein,LOC101089318,20.1,15.7,15.8
A0A2I2U4V9_FELCA,Peptidase S1 domain-containing protein,LOC101089318,18.7,12.1,12.7
M3X2R3_FELCA,Mesothelin,LOC101091333,24.3,21.4,21.3
A0A5F5XVL7_FELCA,Sulfotransferase (EC 2.8.2.-),LOC101091370,25.1,18.7,18.9
A0A5F5XTD9_FELCA,Sulfotransferase (EC 2.8.2.-),LOC101091370,24.3,19.3,19.4
A0A5F5XKI3_FELCA,Sulfotransferase (EC 2.8.2.-),LOC101091370,22.1,18.4,18.6
A0A2I2UYB0_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC101091569,21.9,16.5,16.9
A0A337SM43_FELCA,Olfactory receptor,LOC101093693 LOC111560946,21.3,26,26.2
A0A337SE00_FELCA,C-X-C motif chemokine,LOC101094096,21.9,24,26.7
A0A2I2U006_FELCA,Nicotinamide N-methyltransferase,LOC101094108,19.7,13.9,12.4
A0A5F5XZS8_FELCA,Peptidase S1 domain-containing protein,LOC101094275,21.7,12.1,13.3
A0A5F5XT89_FELCA,Peptidase S1 domain-containing protein,LOC101094275,25,19.9,19.5
A0A2I2UKK1_FELCA,Uncharacterized protein,LOC101094346,28.1,28.6,28.8
A0A5F5XFU6_FELCA,Uncharacterized protein,LOC101094346,22.2,23.8,24
A0A2I2UT16_FELCA,Albumin domain-containing protein,LOC101095098,24.8,23.8,23.6
M3WBI8_FELCA,C-type lectin domain family 18 member A,LOC101095392,20.4,16,17.3
M3W3Q0_FELCA,Glutathione S-transferase (EC 2.5.1.18),LOC101096317,21.2,19,16.8
A0A5F5XEY9_FELCA,Butyrophilin like 9,LOC101097782,26.7,22,21.9
A0A2I2UXL4_FELCA,Globin family profile domain-containing protein,LOC101098159,22,25,26.5
A0A2I2U6J8_FELCA,Globin family profile domain-containing protein,LOC101098159,18.5,22.6,24.1
M3WVZ4_FELCA,Globin A1,LOC101098159 GLNA1,16.9,20.4,21.1
A0A2I2U232_FELCA,Adenylate cyclase-stimulating G alpha protein,LOC101098453,23.5,23.4,23.5
A0A2I2U5B2_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC101098498,26.4,17.1,17.5
A0A2I2U227_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC101098498,30.4,23.1,23.5
A0A5F5XBZ0_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC101098498,21.1,17.7,18.2
A0A5F5Y107_FELCA,Enoyl reductase (ER) domain-containing protein,LOC101100387,20,19.2,19.3
A0A337SQ74_FELCA,IGF like family member 3,LOC101101603,23.2,18,18.5
A0A5F5XCJ2_FELCA,Membrane cofactor protein,LOC102899273,24.3,15,15.3
A0A5F5XZ26_FELCA,UPAR/Ly6 domain-containing protein,LOC102899673,26.2,16.5,16.8
A0A5F5XEP4_FELCA,Sushi domain-containing protein,LOC102899713,16.5,21.1,20.7
A0A2I2UIM4_FELCA,Carbonyl reductase (NADPH) (EC 1.1.1.184),LOC102901316,22,19.1,19.6
A0A2I2UFN2_FELCA,Carbonyl reductase (NADPH) (EC 1.1.1.184),LOC102901316,12.8,14.3,15
A0A5F5XD04_FELCA,Ig-like domain-containing protein,LOC105259618,26.5,24.1,24.8
A0A2I2U7X7_FELCA,Ig-like domain-containing protein,LOC105259814,21.9,19.9,19.7
A0A337S014_FELCA,Ig-like domain-containing protein,LOC105259814,23.7,20.4,19.8
A0A2I2UYG1_FELCA,MHC class I antigen,LOC105260551,18.6,16.6,16.5
A0A5F5XH25_FELCA,Tumor necrosis factor receptor superfamily member 1A,LOC105261012,21.8,16.1,17.4
A0A5F5XJG5_FELCA,Immunoglobulin V-set domain-containing protein,LOC109494125,19.4,20.9,23.2
A0A5F5XI37_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC109496317,26.7,29.2,29
A0A337SF46_FELCA,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC111556219,25.1,18.4,19.2
A0A5F5XQF5_FELCA,Immunoglobulin V-set domain-containing protein,LOC111557803,20.7,18,17.5
A0A337S103_FELCA,Metallothionein,LOC111558024,21.4,14.6,14.6
M3XB79_FELCA,Metallothionein,LOC111558024,16.7,18.2,18.5
A0A2I2V287_FELCA,Cathepsin L1-like,LOC111559124,22.3,14.7,14.5
A0A5F5XP31_FELCA,Kazal-like domain-containing protein,LOC123379994,18.5,10,10.8
A0A2I2UAR3_FELCA,Lysyl oxidase homolog (EC 1.4.3.13),LOX,24.4,18.5,18
M3WFA5_FELCA,Lysyl oxidase like 1,LOXL1,19.7,19.7,20.3
M3WB92_FELCA,Lysyl oxidase like 4,LOXL4,23.2,20.6,20.6
A0A337S1P2_FELCA,Leucine rich alpha-2-glycoprotein 1,LRG1,28.7,26.8,26.7
M3VU91_FELCA,LDL receptor related protein 1,LRP1,23.3,19.3,18.7
M3W5B5_FELCA,LDL receptor related protein 2,LRP2,30.2,27,26.8
A0A2I2UQB6_FELCA,LDL receptor related protein 2,LRP2,28.8,23.1,22.1
M3W2W3_FELCA,LRP2-binding protein,LRP2BP,22.9,25.1,24.5
A0A5F5Y4L2_FELCA,LDL receptor related protein associated protein 1,LRPAP1,21.8,20.1,20
M3X588_FELCA,Leucine rich repeat containing 15,LRRC15,18.6,16.1,17.7
M3X167_FELCA,Leucine rich repeat containing 19,LRRC19,23.5,15.9,16.2
M3W4V0_FELCA,Leucine rich repeat containing 8 VRAC subunit A,LRRC8A,21.6,16.9,16.9
M3X2H7_FELCA,Leucine rich repeat containing 8 VRAC subunit D,LRRC8D,21.6,16.9,16.9
A0A2I2V4D2_FELCA,Leucine rich repeat neuronal 4,LRRN4,21,12.5,15.2
A0A2I2UKX6_FELCA,Limbic system associated membrane protein,LSAMP,26,19.9,19.8
A0A5F5XMF4_FELCA,Leucine rich single-pass membrane protein 2,LSMEM2,20.7,15,15.9
A0A5F5XBY8_FELCA,Leukotriene A(4) hydrolase (LTA-4 hydrolase) (EC 3.3.2.6),LTA4H,15.5,15.8,15.9
A0A337S431_FELCA,Latent transforming growth factor beta binding protein 1,LTBP1,25.8,20,19.7
A0A337S8E4_FELCA,Latent transforming growth factor beta binding protein 1,LTBP1,20.5,14.3,14.8
A0A140CWF2_FELCA,LTBP2,LTBP2,23.3,19.9,20.4
A0A2I2UXX3_FELCA,Latent transforming growth factor beta binding protein 4,LTBP4,28.1,22.4,22.2
A0A2I2V3V6_FELCA,Lactotransferrin,LTF,29.6,23.6,25.2
A0A5F5XC36_FELCA,Lactotransferrin,LTF,26.3,18.2,18.5
A0A2I2U619_FELCA,Lumican,LUM,20.9,23.1,23.1
A0A337SJ42_FELCA,Lymphocyte antigen 6 family member D,LY6D,29.2,20,19.2
M3VTY7_FELCA,LY6/PLAUR domain containing 1,LYPD1,19.1,15.8,15.8
M3VU52_FELCA,LY6/PLAUR domain containing 2,LYPD2,15.5,16.4,15.7
M3WY30_FELCA,LY6/PLAUR domain containing 3,LYPD3,19.2,16,15.5
A0A2I2U035_FELCA,LY6/PLAUR domain containing 6,LYPD6,19.5,13.6,14.5
A0A2I2UP64_FELCA,LY6/PLAUR domain containing 6B,LYPD6B,21.9,20.3,20.4
